entity_id,name,area,device,platform,domain,disabled,hidden
media_player.living_room_speakers,,,Living room speakers,cast,media_player,False,False
media_player.living_room_speakers_2,,,Living room speakers,music_assistant,media_player,False,False
media_player.living_room_speakers_3,,,Living room speakers+,music_assistant,media_player,False,False
media_player.mezannine_tv,,Mezzanine,Mezannine TV,androidtv_remote,media_player,False,False
media_player.mi_box,,,Mi Box,cast,media_player,False,False
media_player.olaf_s_speaker,,,Olaf's speaker,cast,media_player,False,False
media_player.olaf_s_speaker_2,,,Olaf's speaker,music_assistant,media_player,False,False
media_player.playstation_5,,Mezzanine,PlayStation 5,playstation_network,media_player,False,False
media_player.plpc018984,,,PLPC018984,music_assistant,media_player,False,False
media_player.projector,,,Projector,cast,media_player,False,False
media_player.projector_2,,,Projector,music_assistant,media_player,False,False
media_player.projector_3,,Living Room,Projector chromecast,androidtv_remote,media_player,False,False
media_player.safari,Safari,,,jellyfin,media_player,False,False
media_player.safari_iphone,Safari iPhone,,,jellyfin,media_player,False,False
media_player.safari_iphone_2,Safari iPhone,,,jellyfin,media_player,False,False
media_player.smart_tv_pro,,,Smart TV Pro,cast,media_player,False,False
media_player.smart_tv_pro_192_168_1_112,Smart TV Pro(192.168.1.112),,Smart TV Pro(192.168.1.112),dlna_dmr,media_player,False,False
media_player.smart_tv_pro_3,,,Smart TV Pro,jellyfin,media_player,False,False
media_player.smart_tv_pro_4,,,Smart TV Pro,jellyfin,media_player,False,False
media_player.smart_tv_pro_5,,,Smart TV Pro,jellyfin,media_player,False,False
media_player.smart_tv_pro_6,,,Smart TV Pro,jellyfin,media_player,False,False
media_player.smart_tv_pro_7,,,Smart TV Pro,music_assistant,media_player,False,False
media_player.smart_tv_pro_television,Smart TV Pro Television,Mezzanine,Smart TV Pro,homekit_controller,media_player,False,False
media_player.spotify_tomasz_rozanek,,Living Room,Spotify Tomasz Różanek,spotify,media_player,False,False
media_player.tivik_przy_lozu,,,Tivik przy Łożu,jellyfin,media_player,False,False
media_player.tivik_przy_lozu_2,,,Tivik przy Łożu,jellyfin,media_player,False,False
media_player.tomasz_s_s24,Tomasz's S24,,,jellyfin,media_player,False,False
media_player.tomasz_s_s24_2,Tomasz's S24,,,jellyfin,media_player,False,False
media_player.tomasz_s_s24_3,Tomasz's S24,,,jellyfin,media_player,False,False
media_player.tomasz_s_s24_4,,,Tomasz's S24,jellyfin,media_player,False,False
media_player.tv,,,TV,cast,media_player,False,False
media_player.tv_2,,,TV,jellyfin,media_player,False,False
media_player.tv_3,,,TV,jellyfin,media_player,False,False
media_player.tv_4,,,TV,music_assistant,media_player,False,False
media_player.tv_5,,,TV+,music_assistant,media_player,False,False
media_player.vlc_telnet,,Living Room,VLC-TELNET,vlc_telnet,media_player,False,False
media_player.zoe_s_speaker,,,Zoe's speaker,cast,media_player,False,False
media_player.zoe_s_speaker_2,,,Zoe's speaker,music_assistant,media_player,False,False
number.0xa4c13801067fe42c_countdown,Countdown,,Projector socket,mqtt,number,False,False
number.0xa4c13824536ce4eb_countdown_l1,Countdown l1,,Bedroom atrium switch,mqtt,number,False,False
number.0xa4c13824536ce4eb_countdown_l2,Countdown l2,,Bedroom atrium switch,mqtt,number,False,False
number.0xa4c13832197c0e10_countdown_l1,Countdown l1,,Kids Bathroom switch ZMQT,mqtt,number,False,False
number.0xa4c13832197c0e10_countdown_l2,Countdown l2,,Kids Bathroom switch ZMQT,mqtt,number,False,False
number.0xa4c138d20e6456d4_countdown_l1,Countdown l1,,Bathroom main switch,mqtt,number,False,False
number.0xa4c138d20e6456d4_countdown_l2,Countdown l2,,Bathroom main switch,mqtt,number,False,False
number.1002656e12_toggle_inching_1_inchingdelay,Channel 1 Inching Delay,,NSPanel,mqtt,number,False,False
number.1002656e12_toggle_inching_2_inchingdelay,Channel 2 Inching Delay,,NSPanel,mqtt,number,False,False
number.atrium_ai_animal_delay,AI animal delay,Atrium,Atrium,reolink,number,True,False
number.atrium_ai_animal_sensitivity,AI animal sensitivity,Atrium,Atrium,reolink,number,False,False
number.atrium_ai_person_delay,AI person delay,Atrium,Atrium,reolink,number,True,False
number.atrium_ai_person_sensitivity,AI person sensitivity,Atrium,Atrium,reolink,number,False,False
number.atrium_ai_vehicle_delay,AI vehicle delay,Atrium,Atrium,reolink,number,True,False
number.atrium_ai_vehicle_sensitivity,AI vehicle sensitivity,Atrium,Atrium,reolink,number,False,False
number.atrium_day_night_switch_threshold,Day night switch threshold,Atrium,Atrium,reolink,number,True,False
number.atrium_image_brightness,Image brightness,Atrium,Atrium,reolink,number,True,False
number.atrium_image_contrast,Image contrast,Atrium,Atrium,reolink,number,True,False
number.atrium_image_saturation,Image saturation,Atrium,Atrium,reolink,number,True,False
number.atrium_image_sharpness,Image sharpness,Atrium,Atrium,reolink,number,True,False
number.atrium_motion_sensitivity,Motion sensitivity,Atrium,Atrium,reolink,number,False,False
number.atrium_volume,Volume,Atrium,Atrium,reolink,number,False,False
number.bathroom_led_controller_start_up_current_level,Power-on level,Bathroom,Bathroom Led controller,zha,number,False,False
number.beam_led_controller_start_up_current_level_4,Power-on level,Living Room,Beam led controller,zha,number,False,False
number.bedroom_led_controller_start_up_current_level_3,Power-on level,Bedroom,Bedroom Led controller,zha,number,False,False
number.cabinet_led_controller_start_up_current_level_2,Power-on level,Kitchen,Cabinet led controller,zha,number,False,False
number.change_in_curve_47028,change in curve (47028),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.climate_system_47015,climate system (47015),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.climate_system_47032,climate system (47032),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.current_value_40940,current value (40940),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.diff_between_additional_steps_47209,diff. between additional steps (47209),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.downtime_47055,downtime (47055),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.filtering_time_47377,filtering time (47377),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.flow_line_temp_at_0_degc_47023,flow line temp. at 0 °C (47023),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.flow_line_temp_at_10_degc_47022,flow line temp. at 10 °C (47022),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.flow_line_temp_at_10_degc_47024,flow line temp. at -10 °C (47024),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.flow_line_temp_at_20_degc_47021,flow line temp. at 20 °C (47021),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.flow_line_temp_at_20_degc_47025,flow line temp. at -20 °C (47025),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.flow_line_temp_at_30_degc_47020,flow line temp. at 30 °C (47020),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.flow_line_temp_at_30_degc_47026,flow line temp. at -30 °C (47026),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.hall_led_controller_start_up_current_level_5,Power-on level,Hall,Hall led controller,zha,number,False,False
number.heating_curve_47007,heating curve (47007),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.herunohazumi_gmail_com_clean_count,Clean count,Living Room,herunohazumi@gmail.com,ecovacs,number,True,False
number.herunohazumi_gmail_com_clean_count_2,Clean count,,herunohazumi@gmail.com,ecovacs,number,True,False
number.herunohazumi_gmail_com_volume,Volume,Living Room,herunohazumi@gmail.com,ecovacs,number,True,False
number.herunohazumi_gmail_com_volume_2,Volume,,herunohazumi@gmail.com,ecovacs,number,True,False
number.kids_bathroom_led_controller_start_up_current_level_6,Power-on level,Kid's bathroom,Kids bathroom Led controller,zha,number,False,False
number.layzspa_cena_pradu,Cena prądu,,layzspa,mqtt,number,False,False
number.layzspa_czas_powiadomienia,Czas powiadomienia,,layzspa,mqtt,number,False,False
number.layzspa_jasnosc,Jasność,,layzspa,mqtt,number,False,False
number.layzspa_okres_chlorowania,Okres chlorowania,,layzspa,mqtt,number,False,False
number.layzspa_okres_czyszczenia_filtra,Okres czyszczenia filtra,,layzspa,mqtt,number,False,False
number.layzspa_okres_plukania_filtra,Okres płukania filtra,,layzspa,mqtt,number,False,False
number.layzspa_okres_wymiany_filtra,Okres wymiany filtra,,layzspa,mqtt,number,False,False
number.layzspa_temp_otoczenia_c,Temp. otoczenia C,,layzspa,mqtt,number,False,False
number.layzspa_temp_otoczenia_f,Temp. otoczenia F,,layzspa,mqtt,number,False,False
number.length_of_period_1_47058,length of period 1 (47058),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.length_of_period_1_47061,length of period 1 (47061),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.length_of_period_2_47057,length of period 2 (47057),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.length_of_period_2_47060,length of period 2 (47060),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.length_of_period_3_47056,length of period 3 (47056),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.length_of_period_3_47059,length of period 3 (47059),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.main_entrance_doorbell_ai_person_delay,AI person delay,Entrance,Main Entrance Doorbell,reolink,number,True,False
number.main_entrance_doorbell_ai_person_sensitivity,AI person sensitivity,Entrance,Main Entrance Doorbell,reolink,number,False,False
number.main_entrance_doorbell_ai_pet_delay,AI pet delay,Entrance,Main Entrance Doorbell,reolink,number,True,False
number.main_entrance_doorbell_ai_pet_sensitivity,AI pet sensitivity,Entrance,Main Entrance Doorbell,reolink,number,False,False
number.main_entrance_doorbell_ai_vehicle_delay,AI vehicle delay,Entrance,Main Entrance Doorbell,reolink,number,True,False
number.main_entrance_doorbell_ai_vehicle_sensitivity,AI vehicle sensitivity,Entrance,Main Entrance Doorbell,reolink,number,False,False
number.main_entrance_doorbell_auto_quick_reply_time,Auto quick reply time,Entrance,Main Entrance Doorbell,reolink,number,False,False
number.main_entrance_doorbell_day_night_switch_threshold,Day night switch threshold,Entrance,Main Entrance Doorbell,reolink,number,True,False
number.main_entrance_doorbell_doorbell_volume,Doorbell volume,Entrance,Main Entrance Doorbell,reolink,number,False,False
number.main_entrance_doorbell_image_brightness,Image brightness,Entrance,Main Entrance Doorbell,reolink,number,True,False
number.main_entrance_doorbell_image_contrast,Image contrast,Entrance,Main Entrance Doorbell,reolink,number,True,False
number.main_entrance_doorbell_image_saturation,Image saturation,Entrance,Main Entrance Doorbell,reolink,number,True,False
number.main_entrance_doorbell_image_sharpness,Image sharpness,Entrance,Main Entrance Doorbell,reolink,number,True,False
number.main_entrance_doorbell_motion_sensitivity,Motion sensitivity,Entrance,Main Entrance Doorbell,reolink,number,False,False
number.main_entrance_doorbell_speak_volume,Speak volume,Entrance,Main Entrance Doorbell,reolink,number,False,False
number.main_entrance_doorbell_volume,Volume,Entrance,Main Entrance Doorbell,reolink,number,False,False
number.neon_start_up_color_temperature,Neon Start-up color temperature,Bedroom,Neon,zha,number,False,False
number.neon_start_up_current_level,Neon Start-up current level,Bedroom,Neon,zha,number,False,False
number.offset_47011,Offset (47011),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.olaf_led_controller_start_up_current_level_4,Power-on level,Olaf's room,Olaf Led controller,zha,number,False,False
number.operating_time_47054,operating time (47054),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.outdoor_temp_point_47027,outdoor temp. point (47027),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.period_47051,period (47051),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.porch_led_1_corner_on_level,On level,Garden back,Porch Led 1 corner,zha,number,False,False
number.porch_led_1_corner_on_off_transition_time,On/Off transition time,Garden back,Porch Led 1 corner,zha,number,False,False
number.porch_led_1_corner_start_up_colour_temperature,Start-up colour temperature,Garden back,Porch Led 1 corner,zha,number,False,False
number.porch_led_1_corner_start_up_current_level,Power-on level,Garden back,Porch Led 1 corner,zha,number,False,False
number.porch_led_2_hs_on_level,Porch led 2 hs On level,Garden back,Porch led 2 hs,zha,number,False,False
number.porch_led_2_hs_on_off_transition_time,Porch led 2 hs On/Off transition time,Garden back,Porch led 2 hs,zha,number,False,False
number.porch_led_2_hs_start_up_color_temperature,Porch led 2 hs Start-up color temperature,Garden back,Porch led 2 hs,zha,number,False,False
number.porch_led_2_hs_start_up_current_level,Porch led 2 hs Start-up current level,Garden back,Porch led 2 hs,zha,number,False,False
number.porch_led_3_swing_on_level,On level,Garden back,Porch led 3 swing,zha,number,False,False
number.porch_led_3_swing_on_off_transition_time,On/Off transition time,Garden back,Porch led 3 swing,zha,number,False,False
number.porch_led_3_swing_start_up_colour_temperature,Start-up colour temperature,Garden back,Porch led 3 swing,zha,number,False,False
number.porch_led_3_swing_start_up_current_level,Power-on level,Garden back,Porch led 3 swing,zha,number,False,False
number.porch_led_4_atrium_on_level,Porch led 4 atrium On level,Garden back,Porch led 4 atrium,zha,number,False,False
number.porch_led_4_atrium_on_off_transition_time,Porch led 4 atrium On/Off transition time,Garden back,Porch led 4 atrium,zha,number,False,False
number.porch_led_4_atrium_start_up_color_temperature,Porch led 4 atrium Start-up color temperature,Garden back,Porch led 4 atrium,zha,number,False,False
number.porch_led_4_atrium_start_up_current_level,Porch led 4 atrium Start-up current level,Garden back,Porch led 4 atrium,zha,number,False,False
number.porch_led_5_hottub_on_level,Porch Led 5 hottub On level,Garden back,Porch Led 5 hottub,zha,number,False,False
number.porch_led_5_hottub_on_off_transition_time,Porch Led 5 hottub On/Off transition time,Garden back,Porch Led 5 hottub,zha,number,False,False
number.porch_led_5_hottub_start_up_color_temperature,Porch Led 5 hottub Start-up color temperature,Garden back,Porch Led 5 hottub,zha,number,False,False
number.porch_led_5_hottub_start_up_current_level,Porch Led 5 hottub Start-up current level,Garden back,Porch Led 5 hottub,zha,number,False,False
number.pralka_rinse_cycles,Rinse cycles,Storage Room,Pralka,smartthings,number,False,False
number.start_compressor_47206,start compressor (47206),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.start_diff_additional_heat_48072,start diff additional heat (48072),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.start_time_49909,start time (49909),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.stop_additional_heat_47376,stop additional heat (47376),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.stop_heating_47375,stop heating (47375),Storage Room,BA-SVM 10-200/12 E,myuplink,number,False,False
number.top_led_controller_start_up_current_level_3,Power-on level,Living Room,Top led controller,zha,number,False,False
number.vision_m_1_lawn_perimeter,Lawn perimeter,Garden back,Vision M 1,landroid_cloud,number,True,False
number.vision_m_1_lawn_size,Lawn size,Garden back,Vision M 1,landroid_cloud,number,True,False
number.vision_m_1_rain_delay,Rain delay,Garden back,Vision M 1,landroid_cloud,number,True,False
number.vision_m_1_time_extension,Time extension,Garden back,Vision M 1,landroid_cloud,number,True,False
number.vision_m_1_torque,Torque,Garden back,Vision M 1,landroid_cloud,number,True,False
number.vision_m_cutting_height,Cutting height,Garden back,Vision Tyl,landroid_cloud,number,True,False
number.vision_m_lawn_perimeter,Lawn perimeter,Garden back,Vision Tyl,landroid_cloud,number,True,False
number.vision_m_lawn_size,Lawn size,Garden back,Vision Tyl,landroid_cloud,number,True,False
number.vision_m_rain_delay,Rain delay,Garden back,Vision Tyl,landroid_cloud,number,True,False
number.vision_m_time_extension,Time extension,Garden back,Vision Tyl,landroid_cloud,number,True,False
number.vision_m_torque,Torque,Garden back,Vision Tyl,landroid_cloud,number,True,False
number.zoe_s_led_controller_start_up_current_level_2,Power-on level,Zoe's Room,Zoe’s Led controller,zha,number,False,False
number.zoe_s_lights_minimum_brightness,Minimum brightness 1,Zoe's Room,Zoe's lights,tuya,number,False,False
person.ania,Ania,,,person,person,False,False
person.olaf,Olaf,,,person,person,False,False
person.tomasz,Tomasz,,,person,person,False,False
person.zoja,Zoja,,,person,person,False,False
remote.chrome,Chrome,,,jellyfin,remote,False,False
remote.chrome_2,Chrome,,,jellyfin,remote,False,False
remote.chrome_android,Chrome Android,,,jellyfin,remote,False,False
remote.chrome_android_2,Chrome Android,,,jellyfin,remote,False,False
remote.iphone,iPhone,,,jellyfin,remote,False,False
remote.mezannine_tv,,Mezzanine,Mezannine TV,androidtv_remote,remote,False,False
remote.projector,,Living Room,Projector chromecast,androidtv_remote,remote,False,False
remote.safari,Safari,,,jellyfin,remote,False,False
remote.safari_iphone,Safari iPhone,,,jellyfin,remote,False,False
remote.safari_iphone_2,Safari iPhone,,,jellyfin,remote,False,False
remote.smart_tv_pro,,,Smart TV Pro,jellyfin,remote,False,False
remote.smart_tv_pro_2,,,Smart TV Pro,jellyfin,remote,False,False
remote.tivik_przy_lozu,,,Tivik przy Łożu,jellyfin,remote,False,False
remote.tomasz_s_s24,Tomasz's S24,,,jellyfin,remote,False,False
remote.tomasz_s_s24_2,Tomasz's S24,,,jellyfin,remote,False,False
remote.tv,,,TV,jellyfin,remote,False,False
scene.bedrooms_lights_off,,,Bedrooms lights off,tuya,scene,False,False
scene.dobranoc,Dobranoc,,,smartthings,scene,False,False
scene.fall_projection_screen,,,fall projection screen,tuya,scene,False,False
scene.living_room_and_kitchen_off,Living room and kitchen  off,Living Room,,homeassistant,scene,False,False
scene.love_done,Love done,,,homeassistant,scene,False,False
scene.making_love,Making love,Bedroom,,homeassistant,scene,False,False
scene.movie_night_ended,Movie night ended,Living Room,,homeassistant,scene,False,False
scene.rainbow_porch,Rainbow porch,Garden back,,homeassistant,scene,False,False
scene.raise_screen,,,Raise screen,tuya,scene,False,False
scene.time_to_sleep,,,Time to sleep,tuya,scene,False,False
scene.turn_off_outside_lights_back,,,Turn off outside lights back,tuya,scene,False,False
scene.warm_porch,Warm porch,Garden back,,homeassistant,scene,False,False
script.notify_about_main_filter_change,Notify about main filter change,,,script,script,False,False
select.0xa4c13801067fe42c_indicator_mode,Indicator mode,,Projector socket,mqtt,select,False,False
select.0xa4c13801067fe42c_power_outage_memory,Power outage memory,,Projector socket,mqtt,select,False,False
select.0xa4c13824536ce4eb_indicator_mode,Indicator mode,,Bedroom atrium switch,mqtt,select,False,False
select.0xa4c13824536ce4eb_power_on_behavior_l1,Power-on behavior l1,,Bedroom atrium switch,mqtt,select,False,False
select.0xa4c13824536ce4eb_power_on_behavior_l2,Power-on behavior l2,,Bedroom atrium switch,mqtt,select,False,False
select.0xa4c13824536ce4eb_switch_type,Switch type,,Bedroom atrium switch,mqtt,select,False,False
select.0xa4c138307eb25674_delay_time,Delay time,,0xa4c138307eb25674,mqtt,select,False,False
select.0xa4c138307eb25674_sensitivity,Sensitivity,,0xa4c138307eb25674,mqtt,select,False,False
select.0xa4c13832197c0e10_indicator_mode,Indicator mode,,Kids Bathroom switch ZMQT,mqtt,select,False,False
select.0xa4c13832197c0e10_power_on_behavior_l1,Power-on behavior l1,,Kids Bathroom switch ZMQT,mqtt,select,False,False
select.0xa4c13832197c0e10_power_on_behavior_l2,Power-on behavior l2,,Kids Bathroom switch ZMQT,mqtt,select,False,False
select.0xa4c13832197c0e10_switch_type,Switch type,,Kids Bathroom switch ZMQT,mqtt,select,False,False
select.0xa4c138d135dedc39_delay_time,Delay time,Living Room,Living room presence detector,mqtt,select,False,False
select.0xa4c138d135dedc39_sensitivity,Sensitivity,Living Room,Living room presence detector,mqtt,select,False,False
select.0xa4c138d20e6456d4_indicator_mode,Indicator mode,,Bathroom main switch,mqtt,select,False,False
select.0xa4c138d20e6456d4_power_on_behavior_l1,Power-on behavior l1,,Bathroom main switch,mqtt,select,False,False
select.0xa4c138d20e6456d4_power_on_behavior_l2,Power-on behavior l2,,Bathroom main switch,mqtt,select,False,False
select.0xa4c138d20e6456d4_switch_type,Switch type,,Bathroom main switch,mqtt,select,False,False
select.0xa4c138da9dd2e3f6_delay_time,Delay time,,Bathroom presence detector,mqtt,select,False,False
select.0xa4c138da9dd2e3f6_sensitivity,Sensitivity,,Bathroom presence detector,mqtt,select,False,False
select.0xa81710b9b1d10000_color_power_on_behavior,Color power on behavior,,Porch led tub,mqtt,select,False,False
select.0xa81710b9b1d10000_effect,Effect,,Porch led tub,mqtt,select,True,False
select.0xa81710b9b1d10000_power_on_behavior,Power-on behavior,,Porch led tub,mqtt,select,False,False
select.1002656e12_toggle_startup_1,Channel 1 Power-on behavior,,NSPanel,mqtt,select,False,False
select.1002656e12_toggle_startup_2,Channel 2 Power-on behavior,,NSPanel,mqtt,select,False,False
select.atrium_ceiling_socket_backlight_mode,Atrium ceiling socket Backlight mode,Garden back,Atrium ceiling socket,zha,select,False,False
select.atrium_ceiling_socket_power_on_state,Atrium ceiling socket Power on state,Garden back,Atrium ceiling socket,zha,select,False,False
select.atrium_clear_bit_rate,Clear bit rate,Atrium,Atrium,reolink,select,True,False
select.atrium_clear_encoding,Clear encoding,Atrium,Atrium,reolink,select,True,False
select.atrium_clear_frame_rate,Clear frame rate,Atrium,Atrium,reolink,select,True,False
select.atrium_day_night_mode,Day night mode,Atrium,Atrium,reolink,select,False,False
select.atrium_fluent_bit_rate,Fluent bit rate,Atrium,Atrium,reolink,select,True,False
select.atrium_fluent_encoding,Fluent encoding,Atrium,Atrium,reolink,select,True,False
select.atrium_fluent_frame_rate,Fluent frame rate,Atrium,Atrium,reolink,select,True,False
select.atrium_post_recording_time,Post-recording time,Atrium,Atrium,reolink,select,True,False
select.ba_svm_10_200_12_e_smart_home_mode,Smart Home Mode,Storage Room,BA-SVM 10-200/12 E,myuplink,select,False,False
select.bathroom_led_controller_start_up_behavior,Power-on behaviour,Bathroom,Bathroom Led controller,zha,select,False,False
select.bathroom_sink_switch_backlight_mode_2,Bathroom Sink switch Backlight mode,Bathroom,Bathroom Sink switch,zha,select,False,False
select.bathroom_sink_switch_power_on_state_2,Bathroom Sink switch Power on state,Bathroom,Bathroom Sink switch,zha,select,False,False
select.beam_led_controller_start_up_behavior_5,Power-on behaviour,Living Room,Beam led controller,zha,select,False,False
select.bedroom_led_controller_start_up_behavior_3,Power-on behaviour,Bedroom,Bedroom Led controller,zha,select,False,False
select.cabinet_led_controller_start_up_behavior_2,Power-on behaviour,Kitchen,Cabinet led controller,zha,select,False,False
select.cabinet_switch_backlight_mode_2,Cabinet Switch Backlight mode,Kitchen,Cabinet Switch,zha,select,False,False
select.cabinet_switch_power_on_state_2,Cabinet Switch Power on state,Kitchen,Cabinet Switch,zha,select,False,False
select.entertainment_switch_backlight_mode_3,entertainment switch Backlight mode,Living Room,entertainment switch,zha,select,False,False
select.entertainment_switch_power_on_state_3,entertainment switch Power on state,Living Room,entertainment switch,zha,select,False,False
select.entrance_outside_light_backlight_mode,Entrance Outside light Backlight mode,Entrance,Entrance Outside light,zha,select,False,False
select.entrance_outside_light_backlight_mode_2,Entrance Outside light Backlight mode,Entrance,Entrance Outside light,zha,select,False,False
select.entrance_outside_light_power_on_state,Entrance Outside light Power on state,Entrance,Entrance Outside light,zha,select,False,False
select.entrance_outside_light_power_on_state_2,Entrance Outside light Power on state,Entrance,Entrance Outside light,zha,select,False,False
select.gable_wall_lights_switch_backlight_mode_2,Gable wall lights switch Backlight mode,Kitchen,Gable wall lights switch,zha,select,False,False
select.gable_wall_lights_switch_power_on_state_2,Gable wall lights switch Power on state,Kitchen,Gable wall lights switch,zha,select,False,False
select.garage_light_switch_backlight_mode_3,Garage light switch Backlight mode,Garage,Garage light switch,zha,select,False,False
select.garage_light_switch_power_on_state_3,Garage light switch Power on state,Garage,Garage light switch,zha,select,False,False
select.hall_led_controller_start_up_behavior_6,Power-on behaviour,Hall,Hall led controller,zha,select,False,False
select.hall_main_light_switch_backlight_mode_2,Hall main light switch Backlight mode,Hall,Hall main light switch,zha,select,False,False
select.hall_main_light_switch_power_on_state_2,Hall main light switch Power on state,Hall,Hall main light switch,zha,select,False,False
select.herunohazumi_gmail_com_active_map,Active map,,herunohazumi@gmail.com,ecovacs,select,False,False
select.herunohazumi_gmail_com_water_flow_level,Water flow level,Living Room,herunohazumi@gmail.com,ecovacs,select,False,False
select.herunohazumi_gmail_com_water_flow_level_2,Water flow level,,herunohazumi@gmail.com,ecovacs,select,False,False
select.hot_water_amount_47041,Hot water amount (47041),Storage Room,BA-SVM 10-200/12 E,myuplink,select,False,False
select.hot_water_boost_48132,Hot water boost (48132),Storage Room,BA-SVM 10-200/12 E,myuplink,select,False,False
select.island_and_sofa_switch_backlight_mode_3,Island and sofa switch Backlight mode,Kitchen,Island and sofa switch,zha,select,False,False
select.island_and_sofa_switch_power_on_state_3,Island and sofa switch Power on state,Kitchen,Island and sofa switch,zha,select,False,False
select.island_switch_backlight_mode_2,Island switch Backlight mode,Kitchen,Island switch,zha,select,False,False
select.island_switch_power_on_state_2,Island switch Power on state,Kitchen,Island switch,zha,select,False,False
select.kids_bathroom_led_controller_start_up_behavior_7,Power-on behaviour,Kid's bathroom,Kids bathroom Led controller,zha,select,False,False
select.kitchen_outside_light_switch_backlight_mode_2,Kitchen Outside light switch Backlight mode,Kitchen,Kitchen Outside light switch,zha,select,False,False
select.kitchen_outside_light_switch_power_on_state_2,Kitchen Outside light switch Power on state,Kitchen,Kitchen Outside light switch,zha,select,False,False
select.lampa_ognisko_power_on_behaviour,Power-on behaviour,Garden back,Lampa ognisko,tuya,select,False,False
select.ledvance_plug_compact_eu_em_t_start_up_behaviour,Power-on behaviour,Atrium,Plug jacuzzi,zha,select,False,False
select.living_room_leds_switch_backlight_mode_2,Living room Leds switch Backlight mode,Living Room,Living room Leds switch,zha,select,False,False
select.living_room_leds_switch_backlight_mode_3,Living room Leds switch Backlight mode,Living Room,Living room Leds switch,zha,select,False,False
select.living_room_leds_switch_backlight_mode_4,Living room Leds switch Backlight mode,Living Room,Living room Leds switch,zha,select,False,False
select.living_room_leds_switch_power_on_state_2,Living room Leds switch Power on state,Living Room,Living room Leds switch,zha,select,False,False
select.living_room_leds_switch_power_on_state_3,Living room Leds switch Power on state,Living Room,Living room Leds switch,zha,select,False,False
select.living_room_leds_switch_power_on_state_4,Living room Leds switch Power on state,Living Room,Living room Leds switch,zha,select,False,False
select.main_entrance_doorbell_auto_quick_reply_message,Auto quick reply message,Entrance,Main Entrance Doorbell,reolink,select,False,False
select.main_entrance_doorbell_clear_bit_rate,Clear bit rate,Entrance,Main Entrance Doorbell,reolink,select,True,False
select.main_entrance_doorbell_clear_frame_rate,Clear frame rate,Entrance,Main Entrance Doorbell,reolink,select,True,False
select.main_entrance_doorbell_day_night_mode,Day night mode,Entrance,Main Entrance Doorbell,reolink,select,False,False
select.main_entrance_doorbell_fluent_bit_rate,Fluent bit rate,Entrance,Main Entrance Doorbell,reolink,select,True,False
select.main_entrance_doorbell_fluent_frame_rate,Fluent frame rate,Entrance,Main Entrance Doorbell,reolink,select,True,False
select.main_entrance_doorbell_hdr,HDR,Entrance,Main Entrance Doorbell,reolink,select,True,False
select.main_entrance_doorbell_play_quick_reply_message,Play quick reply message,Entrance,Main Entrance Doorbell,reolink,select,False,False
select.main_entrance_doorbell_post_recording_time,Post-recording time,Entrance,Main Entrance Doorbell,reolink,select,True,False
select.main_entrance_doorbell_status_led,Doorbell LED,Entrance,Main Entrance Doorbell,reolink,select,False,False
select.main_light_switch_stairs_backlight_mode_3,Main light switch stairs Backlight mode,Mezzanine,Main light switch stairs,zha,select,False,False
select.main_light_switch_stairs_power_on_state_3,Main light switch stairs Power on state,Mezzanine,Main light switch stairs,zha,select,False,False
select.neon_start_up_behavior,Neon Start-up behavior,Bedroom,Neon,zha,select,False,False
select.olaf_led_controller_start_up_behavior_4,Power-on behaviour,Olaf's room,Olaf Led controller,zha,select,False,False
